rank,personName,age,finalWorth,category,source,country,state,city,organization,selfMade,gender,birthDate,title
709,Guanjiang Wu & family,53,4100,Healthcare,pharmaceuticals,China,,Chongqing,,TRUE,M,12/21/1968,
728,Anil Agarwal & family,68,4000,Metals & Mining,mining- metals,United Kingdom,,London,,TRUE,M,09/07/1953,
728,Somphote Ahunai,54,4000,Energy,renewable energy,Thailand,,Bangkok,,TRUE,M,06/01/1967,
728,Patrizio Bertelli,76,4000,Fashion & Retail,luxury goods,Italy,,Milan,,TRUE,M,01/01/1946,
728,Rakesh Gangwal,68,4000,Service,airline,United States,Florida,Miami,,TRUE,M,7/25/1953,
728,Paul Gauselmann & family,87,4000,Gambling & Casinos,gambling,Germany,,Espelkamp,,TRUE,M,8/26/1934,
728,Hao Hong,66,4000,Healthcare,pharmaceuticals,China,,Tianjin,,TRUE,M,01/01/1956,
728,He Xiaopeng,44,4000,Automotive,electric vehicles,China,,Guangzhou,,TRUE,M,11/03/1977,
728,Michael Herz,78,4000,Fashion & Retail,coffee,Germany,,Hamburg,,FALSE,M,9/28/1943,
728,Wolfgang Herz,71,4000,Fashion & Retail,coffee,Germany,,Hamburg,,FALSE,M,01/01/1951,
728,Arthur Irving,92,4000,Energy,oil,Canada,,Saint John,,FALSE,M,01/01/1930,
728,Victor Jacobsson,40,4000,Finance & Investments,fintech,Sweden,,Stockholm,,TRUE,M,8/28/1981,
728,Marc Ladreit de Lacharriere,81,4000,Finance & Investments,finance,France,,Paris,,TRUE,M,11/06/1940,
728,Patrick Lee,80,4000,Manufacturing,paper,Hong Kong,,Hong Kong,,TRUE,M,01/01/1942,
728,Max Lytvyn,42,4000,Technology,software,United States,California,San Francisco,,TRUE,M,01/01/1980,
728,Gilles Martin,58,4000,Healthcare,laboratory services,France,,Nantes,,TRUE,M,10/20/1963,
728,Ramzi Musallam,53,4000,Finance & Investments,private equity,United States,New York,New York,,TRUE,M,9/17/1968,
728,Georg Nemetschek & family,88,4000,Technology,software,Germany,,Munich,,TRUE,M,01/01/1934,
728,Akio Nitori,78,4000,Fashion & Retail,home furnishings,Japan,,Hokkaido,,TRUE,M,03/05/1944,
728,Daniel Och,61,4000,Finance & Investments,hedge funds,United States,Florida,Miami Beach,Och-Ziff Capital Management,TRUE,M,1/27/1961,Founder
728,Pankaj Patel,69,4000,Healthcare,pharmaceuticals,India,,Ahmedabad,,FALSE,M,3/19/1953,
728,John Paulson,66,4000,Finance & Investments,hedge funds,United States,New York,New York,Paulson & Co. Inc.,TRUE,M,12/14/1955,Founder
728,Miuccia Prada,72,4000,Fashion & Retail,luxury goods,Italy,,Milan,Prada,FALSE,F,05/10/1949,CEO- Fashion Designer
728,Jean (Gigi) Pritzker,59,4000,Service,hotels- investments,United States,California,Los Angeles,,FALSE,F,07/01/1962,
728,Juan Roig,72,4000,Fashion & Retail,supermarkets,Spain,,Valencia,,FALSE,M,10/08/1949,
728,David Rubenstein,72,4000,Finance & Investments,private equity,United States,Maryland,Bethesda,Carlyle Group,TRUE,M,08/11/1949,Co-Chief Executive Officer and Co-founder
728,Howard Schultz,68,4000,Food & Beverage,Starbucks,United States,Washington,Seattle,,TRUE,M,7/19/1953,
728,Alex Shevchenko,42,4000,Technology,software,Canada,,,,TRUE,M,01/01/1980,
728,Dan Snyder,57,4000,Sports,Washington Football Team,United States,Maryland,Potomac,,TRUE,M,11/23/1964,
728,Jerzy Starak,74,4000,Healthcare,pharmaceuticals,Poland,,Konstancin,,TRUE,M,12/12/1947,
728,Udo & Harald Tschira,,4000,Technology,software,Germany,,,,FALSE,M,,
728,Kelcy Warren,66,4000,Energy,pipelines,United States,Texas,Dallas,,TRUE,M,11/09/1955,
728,Herbert Wertheim,82,4000,Finance & Investments,investments,United States,Florida,Coral Gables,,TRUE,M,5/23/1939,
728,Cameron Winklevoss,40,4000,Finance & Investments,cryptocurrency,United States,New York,New York,,TRUE,M,8/21/1981,
728,Tyler Winklevoss,40,4000,Finance & Investments,cryptocurrency,United States,New York,New York,,TRUE,M,8/21/1981,
728,Denise York & family,71,4000,Sports,San Francisco 49ers,United States,Ohio,Youngstown,San Francisco 49ers,FALSE,F,10/21/1950,Co-Chairman
728,Zhao Lixin,56,4000,Technology,electronics,China,,Shanghai,,TRUE,M,01/01/1966,
764,Hubert Burda,82,3900,Media & Entertainment,publishing,Germany,,Munich,,FALSE,M,02/09/1940,
764,Francesco Gaetano Caltagirone,79,3900,Construction & Engineering,cement- diversified,Italy,,Rome,,TRUE,M,3/21/1943,
764,Marcos Galperin,,3900,Technology,e-commerce,Argentina,,Buenos Aires,,TRUE,M,,
764,Li Xiang,40,3900,Automotive,electric vehicles,China,,Beijing,,TRUE,M,10/01/1981,
764,Stephen Mandel- Jr.,66,3900,Finance & Investments,hedge funds,United States,Connecticut,Greenwich,Lone Pine Capital,TRUE,M,03/12/1956,Founder
764,Gabe Newell,59,3900,Gambling & Casinos,videogames,United States,Washington,Seattle,Valve Corporation,TRUE,M,11/03/1962,Cofounder and CEO
764,Maja Oeri,67,3900,Healthcare,pharmaceuticals,Switzerland,,Basel,,FALSE,F,01/01/1955,
764,Paolo & Gianfelice Mario Rocca,,3900,Metals & Mining,pipe manufacturing,Argentina,,Buenos Aires,,FALSE,M,,
764,Neil Shen,54,3900,Finance & Investments,venture capital,China,,Hong Kong,Sequoia China,TRUE,M,12/16/1967,Entrepreneur- Investor
764,Helmut Sohmen,82,3900,Logistics,shipping,Hong Kong,,Hong Kong,,FALSE,M,12/10/1939,
764,Donald Sterling,87,3900,Real Estate,real estate,United States,California,Beverly Hills,,TRUE,M,4/26/1934,
764,Don Vultaggio & family,70,3900,Food & Beverage,beverages,United States,New York,Port Washington,,TRUE,M,2/26/1952,
764,Yiling Wu,72,3900,Healthcare,pharmaceuticals,China,,Shijiazhuang,,TRUE,M,10/24/1949,Entrepreneur
764,Gongshan Zhu,64,3900,Manufacturing,solar panel materials,China,,Shanghai,,TRUE,M,01/01/1958,
778,Gayle Benson,75,3800,Sports,pro sports teams,United States,Louisiana,New Orleans,,FALSE,F,1/26/1947,
778,William Conway- Jr.,72,3800,Finance & Investments,private equity,United States,Virginia,McLean,Carlyle Group,TRUE,M,8/27/1949,Co-Chief Executive Officer and Co-founder
778,Gurbachan Singh Dhingra,71,3800,Manufacturing,paints,India,,Delhi,,TRUE,M,04/09/1950,
778,Kuldip Singh Dhingra,74,3800,Manufacturing,paints,India,,Delhi,,TRUE,M,09/02/1947,
778,Luca Garavoglia,53,3800,Food & Beverage,spirits,Italy,,Milan,,FALSE,M,2/27/1969,
778,Vinod & Anil Rai Gupta,,3800,Manufacturing,electrical equipment,India,,Delhi,,FALSE,,,
778,Jimmy Haslam,68,3800,Fashion & Retail,gas stations- retail,United States,Tennessee,Knoxville,Pilot Company,FALSE,M,03/09/1954,CEO
778,Susan Carol Holland,65,3800,Manufacturing,hearing aids,Italy,,Milan,,FALSE,F,5/27/1956,
778,Timur Kulibaev,55,3800,Finance & Investments,banking,Kazakhstan,,Almaty,,TRUE,M,09/10/1966,
778,Dinara Kulibaeva,54,3800,Finance & Investments,banking,Kazakhstan,,Almaty,,FALSE,F,8/19/1967,
778,Michel Leclercq & family,82,3800,Fashion & Retail,sporting goods,France,,Lille,,FALSE,M,5/27/1939,
778,Pablo Legorreta,58,3800,Finance & Investments,investments,United States,New York,Sag Harbor,,TRUE,M,10/30/1963,
778,Margarita Louis-Dreyfus & family,59,3800,Food & Beverage,commodities,Switzerland,,Davos,Louis Dreyfus SAS,FALSE,F,06/01/1962,President
778,Michael Milken,75,3800,Finance & Investments,investments,United States,California,Los Angeles,,TRUE,M,07/04/1946,
778,Denis O'Brien,63,3800,Telecom,telecom,Ireland,,Dublin,,TRUE,M,4/17/1958,
778,Katharina Otto-Bernstein,58,3800,Real Estate,real estate,United States,New York,New York,,FALSE,F,01/01/1964,
778,James Packer,54,3800,Gambling & Casinos,casinos,United States,California,Los Angeles,,FALSE,M,09/08/1967,
778,Sergio Stevanato & family,79,3800,Healthcare,medical packaging,Italy,,Venice,,TRUE,M,3/20/1943,
778,Leena Tewari,64,3800,Healthcare,pharmaceuticals,India,,Mumbai,,FALSE,F,09/03/1957,
778,Yitzhak Tshuva,73,3800,Real Estate,real estate,Israel,,Netanya,,TRUE,M,07/07/1948,
778,Paul-Heinz Wesjohann & family,78,3800,Food & Beverage,chicken processing,Germany,,Rechterfeld,,TRUE,M,5/25/1943,
778,Zeng Fangqin,56,3800,Technology,smartphone components,China,,Shenzhen,,TRUE,F,12/25/1965,
778,Zhou Bajin,86,3800,Manufacturing,auto parts,China,,Changzhou,,TRUE,M,05/01/1935,
801,William Berkley,75,3700,Finance & Investments,insurance,United States,Florida,Coconut Grove,WR Berkley,TRUE,M,09/01/1946,Chairman and CEO
801,John Catsimatidis,73,3700,Energy,oil- real estate,United States,New York,New York,,TRUE,M,09/07/1948,
801,Che Jianxing,55,3700,Fashion & Retail,furniture retailing,China,,Shanghai,,TRUE,M,7/18/1966,
801,Gustavo Denegri,85,3700,Healthcare,biotech,Italy,,torino,,TRUE,M,3/17/1937,
801,Charles Edelstenne,84,3700,Manufacturing,aviation,France,,Paris,,TRUE,M,01/03/1938,
801,Reed Hastings,61,3700,Media & Entertainment,Netflix,United States,California,Santa Cruz,Netflix,TRUE,M,10/08/1960,CEO
801,Amos Hostetter- Jr.,85,3700,Media & Entertainment,cable television,United States,Massachusetts,Boston,Pilot House Associates,TRUE,M,01/12/1937,Chair
801,Brad Jacobs,65,3700,Logistics,logistics,United States,Connecticut,Greenwich,,TRUE,M,07/01/1956,
801,Friedrich Knapp,70,3700,Fashion & Retail,fashion retail,Germany,,Brunswick,,TRUE,M,05/06/1951,
801,William Lauder,61,3700,Fashion & Retail,Estee Lauder,United States,New York,New York,,FALSE,M,04/11/1960,
801,Richard LeFrak & family,76,3700,Real Estate,real estate,United States,New York,New York,,FALSE,M,8/29/1945,
801,Li Guoqiang,58,3700,Automotive,auto dealerships,China,,Beijing,,TRUE,M,01/01/1964,
801,Low Tuck Kwong,73,3700,Energy,coal,Indonesia,,Jakarta,,TRUE,M,4/17/1948,
801,Akira Mori & family,85,3700,Real Estate,real estate,Japan,,Tokyo,,FALSE,M,07/12/1936,
801,Anthony Pritzker,61,3700,Service,hotels- investments,United States,California,Los Angeles,,FALSE,M,01/07/1961,
801,Ira Rennert,87,3700,Finance & Investments,investments,United States,New York,New York,,TRUE,M,5/31/1934,
801,Bernard Saul- II.,89,3700,Finance & Investments,banking- real estate,United States,Maryland,Chevy Chase,Saul Centers Inc.,FALSE,M,4/15/1932,Chairman and CEO
801,Shi Yonghong & family,53,3700,Food & Beverage,restaurants,China,,Chengdu,,TRUE,M,01/01/1969,
801,Song Chi-hyung,43,3700,Finance & Investments,cryptocurrency,South Korea,,,,TRUE,M,01/01/1979,
801,Steven Spielberg,75,3700,Media & Entertainment,movies,United States,California,Pacific Palisades,,TRUE,M,12/18/1946,
801,Wong Luen Hei,60,3700,Manufacturing,building materials,Hong Kong,,Hong Kong,,TRUE,M,01/01/1962,
822,Danielle Bellon & family,82,3600,Service,food services,France,,Paris,,FALSE,F,02/08/1940,
822,Byju Raveendran and Divya Gokulnath,40,3600,Technology,education technology,India,,Bangalore,,TRUE,,07/06/1981,
822,Cho Tak Wong,75,3600,Manufacturing,auto parts,China,,Fuqing,,TRUE,M,5/15/1946,
822,Charles Cohen,70,3600,Real Estate,real estate,United States,New York,New York,,FALSE,M,02/08/1952,
822,Kenneth Dart,66,3600,Finance & Investments,investments,Cayman Islands,,George Town,,FALSE,M,4/21/1955,
822,Martin Ebner,76,3600,Finance & Investments,investments,Switzerland,,Wilen,,TRUE,M,08/01/1945,
822,David Filo,55,3600,Technology,Yahoo,United States,California,Palo Alto,Yahoo!,TRUE,M,4/15/1966,Entrepreneur
822,Miguel Fluxa Rossello,83,3600,Service,hotels,Spain,,Esporles,,FALSE,M,7/27/1938,
822,John Henry,72,3600,Sports,sports,United States,Florida,Boca Raton,,TRUE,M,9/13/1949,
822,Hu Kaijun,60,3600,Healthcare,pharmaceuticals,China,,Beijing,,TRUE,M,01/01/1962,
822,Peter Kellogg,79,3600,Finance & Investments,investments,United States,New Jersey,Short Hills,,FALSE,M,09/01/1942,
822,James Leprino,84,3600,Food & Beverage,cheese,United States,Colorado,Indian Hills,Leprino Foods,FALSE,M,11/22/1937,Chairman
822,Iskander Makhmudov,58,3600,Metals & Mining,mining- metals- machinery,Russia,,Moscow,,TRUE,M,12/05/1963,
822,Daniel Mate,58,3600,Metals & Mining,mining- commodities,Switzerland,,Kanton Schwyz,,TRUE,M,06/02/1963,
822,Aristotelis Mistakidis,60,3600,Metals & Mining,mining- commodities,Switzerland,,Zug,,TRUE,M,11/21/1961,
822,Arturo Moreno,75,3600,Sports,billboards- Los Angeles Angels,United States,Arizona,Phoenix,,TRUE,M,8/14/1946,
822,Nan Cunhui,58,3600,Manufacturing,power equipment,China,,Wenzhou,,TRUE,M,07/09/1963,
822,Julio Ponce Lerou,76,3600,Metals & Mining,fertilizer,Chile,,Santiago,,TRUE,M,11/13/1945,
822,J.B. Pritzker,57,3600,Finance & Investments,hotels- investments,United States,Illinois,Springfield,,FALSE,M,1/19/1965,
822,Chandru Raheja,81,3600,Real Estate,real estate,India,,Mumbai,,FALSE,M,10/01/1940,
822,Rodger Riney & family,76,3600,Finance & Investments,discount brokerage,United States,Missouri,St. Louis,Scottrade- Inc.,TRUE,M,01/01/1946,Cofounder
822,Shi Yuzhu,59,3600,Diversified,online games- investments,China,,Shanghai,,TRUE,M,09/01/1962,
822,Zuowen Song,75,3600,Diversified,aluminum- diversified,China,,Longkou,,TRUE,M,3/19/1947,
822,Jerry Speyer,81,3600,Real Estate,real estate,United States,New York,New York,,TRUE,M,6/23/1940,
822,Julia Thiele-Schuerhoff,50,3600,Manufacturing,brakes- investments,Germany,,Munich,,FALSE,F,01/01/1972,
822,Tung Chee Chen,79,3600,Logistics,shipping,Hong Kong,,Hong Kong,,FALSE,M,12/15/1942,
822,Roger Wang,73,3600,Fashion & Retail,retail,China,,Nanjing,,TRUE,M,01/01/1949,
822,Wu Shaoxun,66,3600,Food & Beverage,wine,China,,Daye,,TRUE,M,01/01/1956,
822,Wenzhong Zhang,60,3600,Fashion & Retail,supermarkets,China,,Beijing,,TRUE,M,01/01/1962,
851,Chen Kaixuan,63,3500,Manufacturing,household chemicals,China,,Guangzhou,,TRUE,M,05/01/1958,
851,Beatriz Davila de Santo Domingo,83,3500,Food & Beverage,beer,Bermuda,,,,FALSE,F,03/07/1939,
851,Antonio Del Valle Ruiz & family,83,3500,Manufacturing,chemicals,Mexico,,Mexico City,,TRUE,M,8/13/1938,
851,Carl Douglas,60,3500,Diversified,investments,Sweden,,Stockholm,,FALSE,M,05/05/1961,
851,Eric Douglas,53,3500,Diversified,investments,Sweden,,Stockholm,,FALSE,M,05/01/1968,
851,Jiangtao Du & family,52,3500,Manufacturing,chemicals,China,,Beijing,,TRUE,M,11/17/1969,
851,Juan Carlos Escotet,62,3500,Finance & Investments,banking,Spain,,A Coruña,,TRUE,M,7/23/1959,
851,Fiona Geminder,57,3500,Manufacturing,manufacturing,Australia,,Melbourne,,FALSE,F,12/01/1964,
851,Yuhua Gu & family,72,3500,Manufacturing,furniture,China,,Hangzhou,,TRUE,M,10/05/1949,
851,James Irsay,62,3500,Sports,Indianapolis Colts,United States,Indiana,Carmel,Indianapolis Colts,FALSE,M,6/13/1959,CEO
851,Kuok Khoon Hong,72,3500,Manufacturing,palm oil,Singapore,,Singapore,,FALSE,M,01/01/1950,
851,Aerin Lauder,51,3500,Fashion & Retail,cosmetics,United States,New York,New York,,FALSE,F,4/23/1970,
851,Lee Seo-hyun,48,3500,Diversified,Samsung,South Korea,,Seoul,Samsung C&T Corp.,FALSE,F,9/20/1973,
851,Li Yongxin & family,46,3500,Service,education,China,,Beijing,,TRUE,M,03/09/1976,
851,Jeffrey Lurie,70,3500,Sports,Philadelphia Eagles,United States,Pennsylvania,Wynnewood,,FALSE,M,09/08/1951,
851,Mary Alice Dorrance Malone,72,3500,Food & Beverage,Campbell Soup,United States,Pennsylvania,Coatesville,,FALSE,F,02/03/1950,
851,Ronald McAulay,86,3500,Energy,energy,Hong Kong,,Hong Kong,,FALSE,M,10/05/1935,
851,Apoorva Mehta,35,3500,Technology,grocery delivery service,United States,California,San Francisco,Instacart,TRUE,M,7/19/1986,Founder
851,Arnon Milchan,77,3500,Media & Entertainment,movie making,Israel,,Tel Aviv,,TRUE,M,12/06/1944,
851,Masahiro Noda,83,3500,Technology,software,Japan,,Tokyo,,TRUE,M,8/24/1938,
851,Maren Otto,,3500,Diversified,retail- real estate,Germany,,Berlin,,FALSE,F,,
851,Renzo Rosso & family,66,3500,Fashion & Retail,fashion,Italy,,Bassano del Grappa,,TRUE,M,9/15/1955,Entrepreneur
851,Lynn Schusterman,83,3500,Energy,oil & gas- investments,United States,Oklahoma,Tulsa,,FALSE,F,1/21/1939,
851,Gil Shwed,53,3500,Technology,software,Israel,,Tel Aviv,,TRUE,M,06/12/1968,
851,Thomas Siebel,69,3500,Technology,business software,United States,California,Woodside,,TRUE,M,11/22/1952,
851,Herb Simon,87,3500,Real Estate,real estate,United States,Indiana,Indianapolis,Simon Property Group,TRUE,M,10/23/1934,Chairman Emeritus of the Board of Simon Property Group- Inc.
851,Friede Springer,79,3500,Media & Entertainment,publishing,Germany,,Berlin,,FALSE,F,8/15/1942,
851,Wang Zhenhua,60,3500,Real Estate,real estate,China,,Shanghai,,TRUE,M,03/01/1962,
851,Hans Peter Wild,80,3500,Food & Beverage,flavorings,Switzerland,,Zug,,FALSE,M,6/16/1941,
851,William Wrigley- Jr.,58,3500,Food & Beverage,chewing gum,United States,Florida,North Palm Beach,Wrigley Management- Inc.,FALSE,M,11/01/1963,Investor
851,Xia Zuoquan,60,3500,Automotive,automobiles- batteries,China,,Shenzhen,,TRUE,M,01/01/1962,
851,Xue Hua,52,3500,Manufacturing,agribusiness,China,,Guangzhou,,TRUE,M,,
883,Mohed Altrad,74,3400,Construction & Engineering,scaffolding- cement mixers,France,,Montpellier,,TRUE,M,03/09/1948,
883,Sid Bass,79,3400,Energy,oil- investments,United States,Texas,Fort Worth,,FALSE,M,04/09/1942,
883,Nick Caporella,86,3400,Food & Beverage,beverages,United States,Florida,Plantation,,TRUE,M,1/15/1936,
883,Cheng Yixiao,38,3400,Media & Entertainment,video streaming app,China,,Beijing,,TRUE,M,01/01/1984,
883,Wesley Edens,60,3400,Finance & Investments,investments,United States,New York,New York,,TRUE,M,10/31/1961,
883,Behdad Eghbali,45,3400,Finance & Investments,private equity,United States,California,Los Angeles,,TRUE,M,05/06/1976,
883,Archie Aldis Emmerson & family,92,3400,Manufacturing,timberland- lumber mills,United States,California,Redding,,TRUE,M,04/10/1929,
883,Jose E. Feliciano,48,3400,Finance & Investments,private equity,United States,California,Marina Del Rey,,TRUE,M,5/29/1973,
883,Fu Liquan & family,54,3400,Technology,surveillance equipment,China,,Hangzhou,,TRUE,M,08/01/1967,
883,David Gottesman,95,3400,Finance & Investments,investments,United States,New York,Rye,First Manhattan Co.,TRUE,M,4/26/1926,Chief Executive Officer
883,Laurence Graff & family,83,3400,Fashion & Retail,diamond jewelry,Switzerland,,Gstaad,,TRUE,M,6/13/1938,
883,Jeff T. Green,45,3400,Media & Entertainment,digital advertising,United States,California,Newbury Park,,TRUE,M,3/30/1977,
883,Jim Kavanaugh,59,3400,Technology,IT provider,United States,Missouri,St. Louis,,TRUE,M,10/17/1962,
883,Steven Klinsky,65,3400,Finance & Investments,investments,United States,New York,New York,,TRUE,M,5/30/1956,Inventor
883,John Middleton,67,3400,Food & Beverage,tobacco,United States,Pennsylvania,Bryn Mawr,,FALSE,M,03/02/1955,
883,Jerry Ng,56,3400,Finance & Investments,banking,Indonesia,,Jakarta,,TRUE,M,07/02/1965,
883,Tengyun Nie & family,46,3400,Service,logistics,China,,Shanghai,,TRUE,M,1/24/1976,
883,Nandan Nilekani,66,3400,Technology,software services,India,,Bangalore,,TRUE,M,06/02/1955,
883,Bob Parsons,71,3400,Technology,web hosting,United States,Arizona,Scottsdale,,TRUE,M,11/27/1950,
883,Prasert Prasarttong-Osoth,89,3400,Healthcare,hospitals,Thailand,,Bangkok,,TRUE,M,3/26/1933,
883,Qiu Guanghe & family,70,3400,Fashion & Retail,fashion retail,China,,Wenzhou,,TRUE,M,11/10/1951,
883,Richard Sands,71,3400,Food & Beverage,liquor,United States,Florida,Delray Beach,,FALSE,M,03/03/1951,
883,Robert Sands,63,3400,Food & Beverage,liquor,United States,Florida,Delray Beach,Constellation Brands,FALSE,M,06/10/1958,CEO
883,T. Denny Sanford,86,3400,Finance & Investments,banking- credit cards,United States,South Dakota,Sioux Falls,,TRUE,M,12/23/1935,
883,Naguib Sawiris,67,3400,Telecom,telecom,Egypt,,Cairo,,FALSE,M,6/15/1954,
883,Pavel Tykac,57,3400,Metals & Mining,coal mines,Czechia,,Prague,,TRUE,M,5/15/1964,
883,Todd Wanek,58,3400,Manufacturing,furniture,United States,Florida,St. Petersburg,,FALSE,M,3/16/1964,
883,Meg Whitman,65,3400,Technology,eBay,United States,California,Los Angeles,Quibi,TRUE,F,08/04/1956,CEO
883,Michael Xie,53,3400,Technology,cybersecurity,United States,California,Los Altos Hills,,TRUE,M,2/20/1969,
883,Chenghai Ye & family,78,3400,Healthcare,pharmaceuticals,Hong Kong,,Hong Kong,,TRUE,M,8/15/1943,
913,An Kang,73,3300,Healthcare,pharmaceuticals,China,,Xinxiang,,TRUE,M,01/01/1949,
913,John Arnold,48,3300,Finance & Investments,hedge funds,United States,Texas,Houston,Centaurus Advisors,TRUE,M,03/09/1974,Founder
913,Arun Bharat Ram,81,3300,Manufacturing,chemicals,India,,Delhi,,FALSE,M,11/15/1940,
913,Tomasz Biernacki,49,3300,Fashion & Retail,supermarkets,Poland,,Krotoszyn-,,TRUE,M,01/01/1973,
913,Travis Boersma,51,3300,Food & Beverage,coffee,United States,Oregon,Grants Pass,,TRUE,M,01/01/1971,
913,Chan Tan Ching-fen,,3300,Real Estate,real estate,Hong Kong,,Hong Kong,,FALSE,F,,
913,Dongsheng Chen,64,3300,Finance & Investments,insurance,China,,Beijing,,TRUE,M,12/01/1957,
913,Jean Coutu & family,94,3300,Fashion & Retail,drugstores,Canada,,Montreal,Jean Coutu Group,TRUE,M,5/29/1927,Entrepreneur
913,Ralph Dommermuth,58,3300,Technology,internet service provider,Germany,,Montabaur,,TRUE,M,11/19/1963,
